Sim. Mon.,,Exp. Mon.,
X,Y,X,Y
502.0219625352323,0.09182618555325828,502.5177097104088,0.10363624236765023
503.8397021775461,0.09182618555325828,504.33544935272255,0.10411828550293167
505.6574418198598,0.09182618555325828,506.15318899503626,0.10395760445783786
507.4751814621735,0.09182618555325828,507.97092863735,0.10484135020585361
509.2929211044873,0.09182618555325828,509.78866827966374,0.10371658289019736
511.110660746801,0.09182618555325828,511.6064079219775,0.10395760445783786
512.9284003891147,0.09182618555325828,513.4241475642912,0.10419862602547858
514.7461400314285,0.09182618555325828,515.2418872066049,0.10403794498038477
516.5638796737422,0.09182618555325828,517.0596268489187,0.10419862602547858
518.381619316056,0.09222788816599259,518.8773664912325,0.10451998811566598
520.1993589583697,0.09359367704928978,520.6951061335461,0.10484135020585361
522.0170986006834,0.09359367704928978,522.5128457758599,0.10620713908915058
523.8348382429972,0.09359367704928978,524.3305854181737,0.1064481606567913
525.6525778853108,0.09359367704928978,526.1483250604874,0.1064481606567913
527.4703175276246,0.09359367704928978,527.9660647028011,0.10733190640480705
529.2880571699384,0.09359367704928978,529.7838043451148,0.10693020379207252
531.1057968122522,0.09359367704928978,531.6015439874286,0.10773360901754159
532.9235364545658,0.09359367704928978,533.4192836297423,0.10765326849499468
534.7412760968796,0.09359367704928978,535.237023272056,0.10725156588226015
536.5590157391933,0.09343299600419575,537.143743176581,0.10684986326952584
538.3767553815071,0.09295095286891453,538.7662710191457,0.10640799039551796
540.1944950238208,0.09319197443655525,540.6627006892652,0.10802819093354676
542.0122346661345,0.0941560607071179,542.6622142958104,0.10855843838235635
543.8299743084483,0.09447742279730531,544.2513594073482,0.10715917428133115
545.647713950762,0.09616457377079013,546.1434611259385,0.10966680284132613
547.4654535930757,0.09825342735700904,547.9612007682522,0.11351812664091732
549.2831932353895,0.10002091885304054,549.778940410566,0.11480357500166738
551.1009328777031,0.10186875087161873,551.5966800528797,0.11633004493005838
552.9186725200169,0.10387726393529118,553.4144196951934,0.11817787694863657
554.7364121623307,0.10556441490877555,555.2321593375071,0.11922230374174614
556.5541518046444,0.10676952274697893,557.0498989798209,0.12131115732796505
558.3718914469581,0.10773360901754159,558.8676386221346,0.1218735409857934
560.1896310892719,0.10741224692735396,560.6499677519357,0.12098979523777764
562.0073707315856,0.10773360901754159,562.5031179067621,0.12340001091418418
563.8251103738994,0.10717122535971324,564.3208575490759,0.12428375666219993
565.6428500162131,0.10588577699896318,566.1385971913895,0.12757771808662222
567.4605896585268,0.10508237177349433,567.9563368337033,0.1291845285375599
569.2783293008406,0.10379692341274405,569.7740764760171,0.13207678734924788
571.0960689431543,0.10331488027746283,571.5918161183308,0.1342459814580137
572.913808585468,0.10331488027746283,573.4095557606445,0.13826300758535792
574.7315482277818,0.10339522080000974,575.2272954029582,0.13834334810790505
576.5492878700956,0.10532339334113483,577.045035045272,0.14436888729892128
578.3670275124092,0.10829599267536971,578.8627746875857,0.15039442648993773
580.184767154723,0.1133574455958235,580.6805143298994,0.15609860359076655
582.0025067970367,0.12098979523777764,582.5236769042735,0.16198200185727707
583.8202464393505,0.1307109984659507,584.315993614527,0.16999751399137786
585.6379860816642,0.1413962879646864,586.1337332568406,0.17682645840786315
587.4557257239779,0.15489349575256317,588.0972808918534,0.181084506102848
589.3836314052198,0.16953689499544233,589.6275704914177,0.19093195872359503
591.1655670848819,0.18439855265790706,591.7418731760245,0.19931176215567248
592.7631366582202,0.19969515185517928,593.5332188715117,0.21152463742339012
594.7083232867449,0.2146668445274461,595.2351429344395,0.2225525758174327
596.5444239355465,0.23108978634473853,597.0401711107231,0.22093340528610317
598.3621635778603,0.24455351891488752,598.8579107530368,0.22864609545060421
600.1799032201741,0.25395336005287317,600.6756503953505,0.23210073792012031
601.9976428624879,0.25893447245078005,602.4933900376643,0.23643912613765217
603.8153825048016,0.26030026133407713,604.311129679978,0.23997410912971517
605.6331221471153,0.25564051102635776,606.1288693222917,0.23989376860716816
607.450861789429,0.24953463131279452,608.0924169573045,0.243241290379955
609.2686014317428,0.24174160062574668,611.5472989737821,0.24617780695318636
611.0863410740565,0.2300922248564482,613.3998278915467,0.25684561886456103
612.9040807163702,0.21820182751950912,615.1921446018001,0.26252507580460627
614.721820358684,0.20679347331785125,616.9320265146791,0.27188938171146537
616.5395600009977,0.19739363217986583,618.9046871492354,0.2844827586206896
618.3572996433114,0.19120741194375557,620.7316676928408,0.2978319707091379
620.1750392856252,0.1898416230604586,622.4141640268389,0.3156789835256453
621.992778927939,0.19474239493581857,623.946606030105,0.33724757828162943
623.8793723445827,0.20575574156828746,625.2757268879965,0.3587174014540119
625.55389613629,0.219483258854132,626.4765367123128,0.3802218813223949
627.0638594073482,0.2433885813379577,627.7410854591519,0.40246281598079103
628.2595316808107,0.2666718827760647,628.7679903220173,0.42529291447119766
629.1811129679978,0.28766424331354634,629.7594846723704,0.4459136485915649
630.1312950537526,0.30797566642210816,630.8060620421874,0.4655033460059139
630.9543624792059,0.32724245673622043,631.6873903536122,0.4836201338402366
631.4945997854879,0.34661008470619614,632.4742906316701,0.504156701698888
632.2106790385207,0.3661555948331443,633.2847979180697,0.5260399297449921
632.7670175351076,0.38629026879210304,634.094094588657,0.5470912066656748
633.483944219209,0.4084111046693586,634.6012820832606,0.5660441539385046
634.0709828322384,0.4322289795844121,635.1300790701155,0.586723804442073
634.7334813299742,0.45407356766491025,635.9976366266742,0.6084492207474599
635.2277262409835,0.47713933168812106,636.6173205956449,0.630800623624358
635.8902247387193,0.49896785166410995,637.3793023648976,0.6518264078792324
636.4024968197351,0.5202661241912891,638.1596451406383,0.6700168411925564
636.8651941832331,0.5413581893772649,638.8619536388051,0.6903429933969185
637.6324219543396,0.5631782927270822,639.5091791175076,0.7106521504907417
638.0384624978174,0.5876075501900887,640.1828868171065,0.7328137746332903
