Sim. Mon.,,Exp. Mon.,
X,Y,X,Y
638.5176847671547,0.6084246722544594,640.831171584645,0.7542337939523293
639.1185904340352,0.6301880271399379,641.3269187598214,0.7769816390506046
639.6293602508838,0.6505945198668469,641.98791499339,0.797828569999333
640.297290011378,0.6735348290740808,642.7774382723748,0.8159085350941551
640.6358772429087,0.6953441909254621,643.3925319897234,0.835166827852998
641.1892112111613,0.715971620089375,644.1636942622201,0.8509637830987794
641.6987291412038,0.7360768358567331,644.7971489860568,0.8705534805131283
642.0843102774521,0.7569185064141043,645.3755206904293,0.88749194068343
642.5662866977625,0.7799695413415149,646.0089754142658,0.9141516040819049
643.2272829313312,0.8039043220169412,647.6063829787233,0.9527207935131632
643.8882791648998,0.8270290024233531,648.5978773290764,0.9753194347838514
644.6191884616344,0.8500800373507637,650.0851188546058,0.995094680547892
645.3283066737458,0.8728680527103123,651.9028584969195,1.0067440563171903
646.0174497249527,0.8939954029829305,653.7205981392333,1.0057799700466277
646.7112839124325,0.9146671224349141,655.4557132523508,0.9935119722537183
647.6063829787233,0.9377918028413259,656.8603302486842,0.9738044420729673
648.6105887951065,0.9581689403773043,657.9344491282333,0.9537728717846106
649.5893716794293,0.9793033045050653,658.8433189493901,0.9331521376642433
651.2418622633509,0.9949339995027981,660.0472763748187,0.8798748939981516
653.0596019056645,0.9985493230174081,659.4216906537627,0.9190122056959914
654.8112419246214,0.9860590497787856,660.4485955166283,0.8575287515126107
655.9042464108438,0.9693857133328886,661.1095917501968,0.8364451029528065
657.1554178529559,0.9507008032319844,661.817802000449,0.8157612441361524
658.0996981866253,0.9293520309477756,662.1276439849343,0.7934098412592543
658.8733642327342,0.9093713429903652,664.2758817440323,0.6961978089775228
659.300931726476,0.8901884982222472,664.8158920598495,0.6737096359253365
660.0826868873313,0.8705534805131283,665.3500006235813,0.6532256719802574
660.8135961840658,0.8487884089498176,665.6185303434686,0.63091109184286
661.4046793544685,0.8284282665243781,666.1850985436703,0.6103324408533506
661.9004265296451,0.8101347295404522,666.6375662035535,0.5915844060561595
662.5169326321081,0.7880138936631966,667.2474139190484,0.5695538870520528
663.2224189967823,0.7647985726672446,667.7667681025666,0.550342937815425
663.813502167185,0.7409034472497422,668.1964156543862,0.5314013206162875
664.5444114639196,0.7163398474843816,668.7346554445778,0.5118579146458824
664.916221845302,0.6945407856999932,669.3366341572921,0.4915002000933769
665.394263764222,0.6734571371401892,669.9563181262628,0.47117404788901485
666.0906705103033,0.6515528675286562,670.6421017185902,0.4481524711532049
666.5510071729672,0.6281967299025261,671.1543737996059,0.4285333155472554
667.3682262558561,0.6032550484343674,671.7327455039784,0.4067342537628671
667.9099839531732,0.5767080192978945,672.3606919258687,0.3884112585873407
668.5803019284972,0.5554528010507468,673.3026115587039,0.3601903110340381
669.0887605697039,0.5351451889669724,674.1839398701288,0.33750750350163405
669.5569662351484,0.5154349807688032,674.7072285550373,0.31983258854131924
670.1766502041189,0.4950351830854398,675.6987229053902,0.2987994397385447
670.8238756828216,0.47581371306609754,676.524968197351,0.27882678583338893
671.4530932513148,0.4538900204710916,677.4338380185079,0.2595905867182463
672.1458681499588,0.43088997087529735,678.7833719953771,0.24481239393198306
672.8767774466934,0.407867261132118,679.8437201200602,0.22865948553769533
673.4678606170961,0.386908890815714,682.4188512800047,0.20465105938326777
674.0462323214687,0.36827792363709133,683.9611758249981,0.18373574334689524
674.6796870453052,0.34906984370484007,685.833998486776,0.16252584539451742
675.3682247886059,0.3295537917694924,688.9186475767629,0.13850402915299864
676.0154502673086,0.3110687765401632,690.6675334447465,0.12776517930589848
676.8318593057936,0.2915527246048155,692.5541268613903,0.12139149785051218
677.7781068901581,0.2717420907534628,694.371866503704,0.11576766127223004
678.9682935607208,0.2498273003592152,696.1896061460178,0.11150961357724509
679.9951984235863,0.22792303074768228,698.0073457883316,0.10926007894593237
680.9994042399694,0.2093643700393517,699.8250854306452,0.10781394954008827
682.1434361826844,0.19118445750874213,701.642825072959,0.10604645804405677
683.351819922177,0.17346219902621218,703.4605647152728,0.10339522080000974
684.7770930508094,0.15799664843593675,705.2783043575864,0.10331488027746283
686.4907575650011,0.14471496954989238,707.0960439999002,0.1044396475931193
687.9478093587089,0.1336936403655038,708.913783642214,0.10227045348435326
689.5796438103315,0.12436409718474684,710.7315232845276,0.10243113452944708
691.3973834526453,0.11560698022713645,712.5492629268415,0.10098500512360298
693.2151230949589,0.10837633319791662,714.3670025691551,0.10098500512360298
695.0328627372727,0.10387726393529118,716.1847422114688,0.10050296198832176
696.8506023795865,0.10010125937558723,718.0024818537827,0.10082432407850939
698.6683420219001,0.0978517247442745,719.8202214960963,0.10050296198832176
700.4860816642139,0.09568253063550869,721.6379611384101,0.10050296198832176
702.3038213065277,0.09471844436494603,723.4557007807239,0.09986023780794673
704.1215609488413,0.09359367704928978,725.2734404230375,0.09969955676285314
705.9393005911551,0.09359367704928978,727.0911800653513,0.09937819467266529
707.7570402334688,0.09206720712089878,728.9089197076651,0.10066364303341557
709.5747798757826,0.09182618555325828,730.7266593499787,0.10042262146577485
711.3925195180964,0.09182618555325828,732.5443989922925,0.10010125937558723
713.21025916041,0.09182618555325828,734.3621386346063,0.10050296198832176
715.0279988027238,0.09182618555325828,736.1798782769199,0.10026194042068104
716.8457384450376,0.09166550450816446,737.9976179192338,0.10066364303341557
718.6634780873512,0.09182618555325828,739.8153575615474,0.10162772930397823
720.481217729665,0.09142448294052374,741.6330972038612,0.09704831951880566
722.2989573719788,0.09174584503071137,742.8449236320703,0.08589526964435246
724.1166970142924,0.09094243980524253,744.4526592626773,0.08624754051890893
725.9344366566062,0.09118346137288302,746.4253198972337,0.080096469261413
727.75217629892,0.09126380189542993,748.2430595395475,0.07961442612613157
729.5699159412336,0.09158516398561756,,
731.3876555835475,0.09182618555325828,,
733.2053952258611,0.09150482346307065,,
735.0231348681749,0.09182618555325828,,
736.8408745104887,0.09126380189542993,,
738.6586141528023,0.09182618555325828,,
740.4763537951161,0.09182618555325828,,
742.2940934374299,0.09134414241797684,,
744.1118330797435,0.09029971562486727,,
745.9295727220573,0.09038005614741418,,
747.747312364371,0.09005869405722677,,
749.4899387983247,0.0889339267415703,,
749.9781746526652,0.07150003334889621,,
